Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Herpes simplex virus 1 infection	47/492	0.03830077106617753	0.07513781839734192	0	0	1.3014775924326	4.2457911539380655	IFNA5;ZNF350;IFNA2;ZNF26;TBK1;CASP8;IRAK1;ZNF746;ZNF304;ZNF268;ZNF224;MAP3K7;ZNF785;IFNA21;PDIA3;CD74;DAXX;EIF2B2;POU2F1;APAF1;SYK;IFNGR1;IFNB1;EIF2AK1;TSC2;TSC1;TYK2;PML;MAVS;OAS1;IRF3;IFNG;RHEB;TRAF3;HLA-DPB1;BCL2;ZNF614;TLR9;IRF7;FAS;SRSF5;SRSF7;TP53;ZNF234;IRF9;BIRC3;TLR2
Fanconi anemia pathway	8/54	0.042166445680581685	0.08219788145328583	0	0	2.0183671409829445	6.390413765815165	RAD51;USP1;FANCA;HES1;FANCC;BRCA1;BRCA2;TELO2
Thyroid hormone synthesis	10/74	0.04336364893397764	0.08400002435009506	0	0	1.8410781353560643	5.777549471629214	ATF2;TPO;CREB1;ALB;GNAS;ATP1A1;PRKACA;CGA;SLC26A4;SLC5A5
Apelin signaling pathway	16/137	0.04355583656174527	0.08384498538135964	0	0	1.591121541796774	4.986115976651854	EGR1;SMAD3;NOS2;PRKCE;PRKAB1;PRKAG3;KLF2;PIK3R5;MRAS;CDH1;GNB1;GNB4;PIK3C3;NOS1;PRKACA;HRAS
Basal transcription factors	7/45	0.0442290439632092	0.08461208410353065	0	0	2.1192854980320917	6.608723953131648	CDK7;TBP;GTF2B;TAF11;GTF2IRD1;TAF6;TAF5L
Legionellosis	8/55	0.04630022936150809	0.08802759656385489	0	0	1.9816695566014364	6.088894454475994	CLK1;VCP;CASP8;APAF1;HSF1;CASP1;NLRC4;TLR2
Regulation of lipolysis in adipocytes	8/55	0.04630022936150809	0.08748754995916866	0	0	1.9816695566014364	6.088894454475994	NPY;INSR;NPPA;GNAS;PRKG2;PRKACA;CGA;PTGS1
Caffeine metabolism	2/5	0.04637263657234356	0.087090073562694	0	0	5.449591280653951	16.735943993203353	CYP2A6;CYP1A2
Neomycin, kanamycin and gentamicin biosynthesis	2/5	0.04637263657234356	0.08656225493504131	0	0	5.449591280653951	16.735943993203353	GCK;HK1
Glutathione metabolism	8/56	0.050690130166642526	0.09405156681521626	0	0	1.9462826002335536	5.803861538741316	HPGDS;RRM1;GCLC;RRM2;GPX4;RRM2B;MGST1;SRM
Circadian entrainment	12/97	0.05147158008216126	0.09492962075033334	0	0	1.6854406022641084	5.000239557344928	CREB1;PER3;GNB1;GNAS;GNB4;PRKG2;CACNA1C;NOS1;FOS;PRKACA;CACNA1H;GRIA4
Drug metabolism	13/108	0.05277094029386456	0.09674672387208502	0	0	1.6399233020486423	4.824317535704984	RRM1;RRM2;MGST1;NME2;UCKL1;TYMP;HPGDS;CYP2A6;CYP2B6;RRM2B;IMPDH2;CYP1A2;TK1
One carbon pool by folate	4/20	0.05442762459616662	0.09919354068413797	0	0	2.7247956403269753	7.931562531152626	MTHFD1;SHMT1;MTHFR;TYMS
Synaptic vesicle cycle	10/78	0.05858114107251799	0.10613524382550318	0	0	1.7466638720044712	4.955883565459565	ATP6V0B;RAB3A;ATP6V1G2;STXBP1;CLTC;TCIRG1;STX3;ATP6V1E1;SLC6A3;SLC6A4
Pentose phosphate pathway	5/30	0.06508434944790874	0.11722795105237363	0	0	2.2706630336058127	6.20361300303461	PRPS2;RGN;ALDOC;FBP1;FBP2
Vitamin B6 metabolism	2/6	0.06622532405851092	0.11858953377919397	0	0	4.541326067211625	12.328303135968335	PSAT1;PDXP
Leukocyte transendothelial migration	13/112	0.06681356139356953	0.11895131161398506	0	0	1.5813546126897624	4.278907120257899	VASP;MSN;CYBA;MAPK14;MMP9;MAPK12;ACTG1;MAPK13;CLDN5;AFDN;CLDN7;CLDN23;PTK2B
Dilated cardiomyopathy (DCM)	11/91	0.06916821805133665	0.12243569632075682	0	0	1.6468545078899302	4.399100485717985	CACNB1;DES;TGFB3;TPM2;ITGA2B;GNAS;ATP2A2;CACNA1C;PRKACA;CACNG4;ACTG1
Steroid hormone biosynthesis	8/60	0.07087528875407126	0.12474050820716542	0	0	1.81653042688465	4.80805348376204	HSD11B2;CYP11A1;SRD5A1;CYP11B2;AKR1C1;CYP1A2;AKR1C2;CYP19A1
Oocyte meiosis	14/125	0.07449456374577762	0.13036548655511082	0	0	1.5258855585831061	3.9627692387576468	PLK1;PPP2R5C;CDC25C;SMC1A;MAPK12;IGF1R;PPP2R1B;CCNE2;CCNE1;RPS6KA2;CDC16;CDK2;PRKACA;SKP1
ECM-receptor interaction	10/82	0.07691383006645666	0.1338387551438907	0	0	1.6614607562969361	4.261762434078715	GP9;VWF;SDC4;GP1BB;LAMA4;ITGA2B;GP1BA;GP6;THBS1;CD44
Type I diabetes mellitus	6/43	0.0923450688811308	0.15978809671566452	0	0	1.9010202141816106	4.52865402017064	PTPRN2;IFNG;CD80;PRF1;HLA-DPB1;FAS
Vitamin digestion and absorption	4/24	0.09493286991804196	0.16334817840646326	0	0	2.2706630336058127	5.346469731166303	SCARB1;APOA1;APOB;SLC19A1
SNARE interactions in vesicular transport	5/34	0.10027627870699525	0.1715838546764141	0	0	2.003526206122776	4.607761891740221	STX16;VAMP1;STX3;STX11;STX10
Fatty acid degradation	6/44	0.10064654227399265	0.1712659393391698	0	0	1.8578152093138467	4.265804709151198	HADHB;CPT1A;ACOX1;EHHADH;CPT1C;CPT1B
Regulation of actin cytoskeleton	21/214	0.10640028038523405	0.18006201295962687	0	0	1.3369324403473477	2.995460057834961	CYFIP2;PDGFRB;ITGA2B;F2R;LPAR2;PDGFA;MSN;BRAF;ACTG1;FGF4;FGF7;MRAS;APC;FGF18;ITGAX;MYH9;PIP4K2B;HRAS;MYH10;PFN2;FGF21
Phosphatidylinositol signaling system	11/99	0.10968351314552326	0.18460394562197358	0	0	1.5137753557372085	3.3456800081346887	DGKE;INPP5A;INPP5F;DGKB;DGKA;ITPK1;INPPL1;PIP4K2B;PIK3C3;PI4K2A;DGKI
Gap junction	10/88	0.11041127252933902	0.18481886923389357	0	0	1.5481793410948723	3.4114798181007195	PDGFRB;MAPK7;GNA11;GNAS;PRKG2;PDGFA;PRKACA;HRAS;TUBA4A;MAP2K5
Inflammatory mediator regulation of TRP channels	11/100	0.11554564785528534	0.19236788940231292	0	0	1.4986376021798364	3.234194234781937	MAPK10;PRKCE;P2RY2;GNAS;PRKCQ;ALOX12;PRKACA;MAPK14;MAPK12;MAP2K6;MAPK13
Folate biosynthesis	4/26	0.11925237235371504	0.19747167034916252	0	0	2.0959966464053656	4.457164651980884	AKR1B10;ALPP;AKR1B1;PCBD2
Selenocompound metabolism	3/17	0.12428607656841441	0.20470647905385903	0	0	2.4042314473473314	5.013229607648964	TXNRD1;CTH;SEPHS1
Serotonergic synapse	12/113	0.12536114083971672	0.20537889031187634	0	0	1.4467941453063584	3.0043499030177867	HTR1F;DUSP1;GNB1;GNAS;GNB4;ALOX12;BRAF;CACNA1C;PRKACA;HRAS;SLC6A4;PTGS1
Retrograde endocannabinoid signaling	15/148	0.1269218732205762	0.20683564524834636	0	0	1.3808086015170484	2.8502424055214264	FAAH;NDUFA13;NDUFA7;NDUFB5;NDUFA1;CACNA1C;MAPK14;MAPK12;MAPK13;MAPK10;GNB1;GNB4;NDUFS1;PRKACA;GRIA4
Estrogen signaling pathway	14/137	0.13047607124116584	0.21150857864357409	0	0	1.3922313490721772	2.835370237710095	NCOA1;ATF2;NCOA3;FOS;MMP9;KRT19;CREB1;KRT15;GNAS;BCL2;RARA;PRKACA;CTSD;HRAS
Aldosterone-regulated sodium reabsorption	5/37	0.13174215748042378	0.2124428508061284	0	0	1.8410781353560643	3.7316971409854895	SLC9A3R2;HSD11B2;INSR;NEDD4L;ATP1A1
Renal cell carcinoma	8/69	0.1318061793807208	0.2114390794232396	0	0	1.5795916755518697	3.200920544146117	CDKN1A;FH;TGFB3;BRAF;HRAS;MET;HIF1A;VEGFA
Biosynthesis of unsaturated fatty acids	4/27	0.13231999838580033	0.2111635207400337	0	0	2.0183671409829445	4.082212251298753	SCD;ACOX1;ELOVL2;ELOVL6
Collecting duct acid secretion	4/27	0.13231999838580033	0.21007504898364177	0	0	2.0183671409829445	4.082212251298753	ATP6V1G2;TCIRG1;ATP6V1E1;SLC12A7
Fatty acid elongation	4/27	0.13231999838580033	0.2089977410401359	0	0	2.0183671409829445	4.082212251298753	HADHB;ELOVL2;ELOVL6;PPT2
Amino sugar and nucleotide sugar metabolism	6/48	0.13754166926378858	0.21613690884309636	0	0	1.7029972752043596	3.3784542891594898	GALT;NAGK;FPGT;PMM2;GCK;HK1
Viral myocarditis	7/59	0.13974607547595702	0.21848624998271454	0	0	1.6164041934143074	3.1809674753202004	CD40;CASP8;CD80;CAV1;PRF1;HLA-DPB1;ACTG1
Arginine and proline metabolism	6/49	0.147635614175237	0.22965539982814642	0	0	1.6682422287716174	3.1913609088656383	CKM;NOS2;PYCR1;NOS1;HOGA1;SRM
Cocaine addiction	6/49	0.147635614175237	0.2285013525928291	0	0	1.6682422287716174	3.1913609088656383	ATF2;CREB1;GNAS;PRKACA;SLC6A3;CDK5R1
Phagosome	15/152	0.14844448121284326	0.2286045010677786	0	0	1.3444715330560733	2.5646389482609075	SCARB1;ATP6V0B;ATP6V1G2;M6PR;CYBA;TCIRG1;THBS1;TUBA4A;ACTG1;HLA-DPB1;PIK3C3;SEC61B;NOS1;ATP6V1E1;TLR2
Pyruvate metabolism	5/39	0.15488512268663726	0.23733640690290683	0	0	1.7466638720044712	3.2576531488909195	FH;PDHA1;PKLR;PCK1;PCK2
Steroid biosynthesis	3/19	0.15929275175011964	0.2428820175199844	0	0	2.1511544528897173	3.9516956053240664	CYP27B1;CEL;FDFT1
Amoebiasis	10/96	0.16594275201252098	0.25177520995003183	0	0	1.419164396003633	2.548978794136696	IL10;CSF2;IFNG;NOS2;TGFB3;LAMA4;GNA11;GNAS;PRKACA;TLR2
Glycerophospholipid metabolism	10/97	0.17369619619849186	0.26224719818203673	0	0	1.4045338352200902	2.458562747070729	DGKE;PTDSS1;LPGAT1;CHKA;DGKB;DGKA;MBOAT7;LPIN1;DGKI;AGPAT3
Inositol phosphate metabolism	8/74	0.17437460256319315	0.26198720775348044	0	0	1.4728625082848517	2.5724271383998807	ISYNA1;INPP5A;INPP5F;ITPK1;INPPL1;PIP4K2B;PIK3C3;PI4K2A
Glyoxylate and dicarboxylate metabolism	4/30	0.17469859572914567	0.2611998421581401	0	0	1.81653042688465	3.169288101832987	SHMT1;ACO1;HOGA1;ACO2
RNA polymerase	4/31	0.18974725651746818	0.2823292512433826	0	0	1.7579326711786936	2.921793656002261	POLR3D;POLR2D;POLR1C;POLR3G
beta-Alanine metabolism	4/31	0.18974725651746818	0.28097189907394327	0	0	1.7579326711786936	2.921793656002261	AOC3;AOC2;EHHADH;SRM
Porphyrin and chlorophyll metabolism	5/42	0.1924191695457606	0.2835650919621735	0	0	1.6219021668612947	2.673023082749327	ALAS2;ALAS1;HMOX1;PPOX;BLVRA
Arginine biosynthesis	3/21	0.19685250618301867	0.2887170090684274	0	0	1.9462826002335536	3.163294142153049	NOS2;NOS1;ASS1
Antigen processing and presentation	8/77	0.20250490020485673	0.29559956996727904	0	0	1.415478254715312	2.2605063083418675	PDIA3;CD74;CREB1;IFNG;PSME3;HLA-DPB1;KIR3DL1;KIR2DL3
Melanogenesis	10/101	0.20632891099802722	0.2997608706952471	0	0	1.3489087328351363	2.12896070380835	FZD1;TCF7L1;CREB1;FZD4;TCF7;LEF1;TYRP1;GNAS;PRKACA;HRAS
Cardiac muscle contraction	8/78	0.21226464663901257	0.3069366721352858	0	0	1.3973310976035769	2.165753440407033	CACNB1;COX7A2L;TPM2;ATP2A2;ATP1A1;CACNA1C;COX6A2;CACNG4
Carbohydrate digestion and absorption	5/44	0.21904069835044762	0.3152548368782143	0	0	1.5481793410948723	2.3509068138694835	G6PC2;TAS1R2;ATP1A1;LCT;HK1
Staphylococcus aureus infection	7/68	0.23046392813319014	0.330152976116384	0	0	1.4024683442859431	2.0583479843599752	IL10;SELP;C4A;FPR1;HLA-DPB1;MASP2;CAMP
Protein processing in endoplasmic reticulum	15/165	0.23056391825047493	0.32876706861641797	0	0	1.238543472875898	1.8172246128085183	PDIA3;MBTPS1;VCP;XBP1;SSR4;EIF2AK1;MAPK10;DDIT3;BCL2;STUB1;SEC61B;ATF6;CRYAB;MAP3K5;SKP1
Glycosphingolipid biosynthesis	5/45	0.23275501612481084	0.33036195837069926	0	0	1.5137753557372085	2.206734501211837	ST3GAL4;ST3GAL5;FUT1;GLA;ST3GAL3
Proteasome	5/45	0.23275501612481084	0.32884653654331075	0	0	1.5137753557372085	2.206734501211837	PSMD8;PSMA1;IFNG;PSME3;PSMA7
Protein export	3/23	0.23626103395459638	0.3322757920457337	0	0	1.7770406349958534	2.5639462311263874	SRP54;SEC61B;SEC11A
Proximal tubule bicarbonate reclamation	3/23	0.23626103395459638	0.33076544753643494	0	0	1.7770406349958534	2.5639462311263874	ATP1A1;PCK1;PCK2
Renin-angiotensin system	3/23	0.23626103395459638	0.3292687713032384	0	0	1.7770406349958534	2.5639462311263874	ACE;MME;THOP1
Renin secretion	7/69	0.24160270631421074	0.33519654749899513	0	0	1.382142716107886	1.963279287499079	CREB1;ACE;NPPA;GNAS;PRKG2;CACNA1C;PRKACA
Non-homologous end-joining	2/13	0.2465420283192432	0.34051544718532245	0	0	2.0959966464053656	2.9348622925005396	FEN1;PRKDC
Huntington disease	17/193	0.25146072977243	0.34575850343709125	0	0	1.2000395307139526	1.6566167057193641	NDUFA13;NDUFA7;TBP;APAF1;NDUFB5;HDAC1;CLTC;NDUFA1;COX6A2;BBC3;COX7A2L;CASP8;CREB1;SIN3A;POLR2D;NDUFS1;TP53
Vascular smooth muscle contraction	12/132	0.26228649957059097	0.35904107496774235	0	0	1.238543472875898	1.6575648536734897	PTGIR;PRKCE;KCNMB1;GNA11;NPPA;GNAS;PRKCQ;BRAF;CACNA1C;AVP;PRKACA;ACTG2
Peroxisome	8/83	0.2635176487840154	0.3591302470153838	0	0	1.3131545254587833	1.7512687501214115	HMGCL;PRDX5;NOS2;ACOX1;EHHADH;AGPS;NUDT19;PAOX
Starch and sucrose metabolism	4/36	0.27000165207497306	0.36634585391670355	0	0	1.5137753557372085	1.9820272497824485	G6PC2;PYGL;GCK;HK1
Tyrosine metabolism	4/36	0.27000165207497306	0.3647390738556654	0	0	1.5137753557372085	1.9820272497824485	AOC3;TPO;AOC2;TYRP1
Bacterial invasion of epithelial cells	7/74	0.2995305114439469	0.4028619979246098	0	0	1.2887546947492452	1.5536440356578807	CTTN;CDH1;CAV1;CLTC;RHOG;MET;ACTG1
Cholinergic synapse	10/112	0.30689324615599467	0.4109700861567233	0	0	1.216426625145971	1.436910427523798	CREB1;GNA11;GNB1;GNB4;BCL2;CACNA1C;FOS;PRKACA;HRAS;PIK3R5
Mineral absorption	5/51	0.3190563534813407	0.4254084713084543	0	0	1.335684137415184	1.5258689094378477	SLC31A1;MT1G;HMOX1;MT1X;ATP1A1
RNA transport	14/165	0.3260627045801295	0.432876349183965	0	0	1.1559739080175047	1.2954601594278279	CYFIP2;NDC1;EIF2B2;NUP155;NCBP2;NUP153;FXR2;MAGOH;NUP62;EIF3J;GEMIN4;EIF4E2;EIF3C;EIF3A
Endocytosis	20/244	0.3366542051085175	0.4450192925898	0	0	1.1167195247241701	1.2157713997288069	SH3GLB2;SMAD3;IQSEC1;CAV1;CLTC;VPS4A;NEDD4L;ASAP2;IGF2R;PML;IGF1R;GRK3;ZFYVE16;GRK4;CHMP1A;IL2RB;MDM2;CCR5;HRAS;LDLR
Butanoate metabolism	3/28	0.3387089833051641	0.44582208058970313	0	0	1.4597119501751652	1.5803045882833064	HMGCL;ALDH5A1;EHHADH
Salivary secretion	8/90	0.34030886085217077	0.4460218261381642	0	0	1.2110202845897668	1.3053607743982731	GNAS;PRKG2;SLC4A2;NOS1;ATP1A1;PRKACA;CAMP;CST5
Morphine addiction	8/91	0.35157875452828585	0.4588400694691188	0	0	1.1977123693744947	1.2519945385698439	GRK3;GRK4;PDE4C;GNB1;GNAS;GNB4;PRKACA;PDE8A
Neuroactive ligand-receptor interaction	27/338	0.3516881834621305	0.457046246862178	0	0	1.0883059510181707	1.1372909701686902	THRB;CSH1;FPR1;LPAR2;GRIK4;OXT;PRL;HRH3;P2RY4;NPY;P2RY2;S1PR1;S1PR3;CGA;GRIA4;CHRNB1;PTGIR;HTR1F;F2R;ADRA2C;GH2;GH1;P2RX4;P2RX3;P2RX2;LEP;AVP
Phenylalanine metabolism	2/17	0.357907034955793	0.46317380994279095	0	0	1.6028209648982208	1.6468696989874527	AOC3;AOC2
RNA degradation	7/79	0.3599600202509685	0.46388153237363305	0	0	1.2071879419170144	1.2334591383958449	BTG4;HSPA9;BTG3;DDX6;BTG2;EXOSC9;EXOSC1
Cell adhesion molecules (CAMs)	12/145	0.3762982691560286	0.48291611208357005	0	0	1.127501644273231	1.1019898686819514	SELP;CD2;CLDN5;CD40;PTPRC;SDC4;NEGR1;CDH1;CD80;CLDN7;CLDN23;HLA-DPB1
Pathogenic Escherichia coli infection	5/55	0.37856688750509415	0.48381162386543153	0	0	1.238543472875898	1.2030746896193818	CTTN;CDH1;NCL;TUBA4A;ACTG1
Oxidative phosphorylation	11/133	0.3858863274671732	0.49112805314003866	0	0	1.1267951896088995	1.0729483983589818	NDUFA13;COX7A2L;ATP6V0B;NDUFA7;ATP6V1G2;NDUFB5;NDUFA1;NDUFS1;TCIRG1;ATP6V1E1;COX6A2
Vasopressin-regulated water reabsorption	4/44	0.40598271895076826	0.5145789194931548	0	0	1.238543472875898	1.1164784300804476	CREB1;GNAS;AVP;PRKACA
Calcium signaling pathway	15/188	0.407268190691253	0.5140926341512537	0	0	1.0870195373644849	0.9764515682371899	PDGFRB;NOS2;F2R;ATP2A2;CACNA1C;CACNA1H;P2RX4;P2RX3;P2RX2;GNA11;ERBB2;GNAS;PTK2B;NOS1;PRKACA
Taste transduction	7/83	0.4090065815197933	0.5141797024820258	0	0	1.1490102097764352	1.0272427397875297	P2RY4;P2RX3;HTR1F;P2RX2;TAS1R2;CACNA1C;PRKACA
Glycosaminoglycan degradation	2/19	0.4115172134495244	0.5152329339124126	0	0	1.4341029685931448	1.2733463771072067	HPSE;ARSB
ErbB signaling pathway	7/85	0.4334932306768286	0.5405502633541021	0	0	1.1219746754287545	0.937835180116616	MAPK10;CDKN1A;ERBB2;BRAF;AREG;ELK1;HRAS
VEGF signaling pathway	5/59	0.4379335383121239	0.5438852008069927	0	0	1.1545744238673623	0.9533183844416887	MAPK14;HRAS;MAPK12;MAPK13;VEGFA
Metabolism of xenobiotics by cytochrome P450	6/74	0.4622511488348301	0.571780537514569	0	0	1.1046468812136387	0.8523973673400617	HPGDS;CYP2A6;CYP2B6;AKR1C1;CYP1A2;MGST1
Parkinson disease	11/142	0.47184009784704434	0.5813070005475586	0	0	1.0553785930843917	0.7927108254941281	NDUFA13;COX7A2L;UCHL1;NDUFA7;APAF1;NDUFB5;NDUFA1;NDUFS1;PRKACA;COX6A2;SLC6A3
Endocrine and other factor-regulated calcium reabsorption	4/48	0.47275771041182885	0.5801170311029613	0	0	1.1353315168029063	0.8505588804202215	CLTC;GNAS;ATP1A1;PRKACA
Valine, leucine and isoleucine degradation	4/48	0.47275771041182885	0.5778149793922353	0	0	1.1353315168029063	0.8505588804202215	MCCC2;HADHB;HMGCL;EHHADH
Alanine, aspartate and glutamate metabolism	3/35	0.4793466915397439	0.5835524940483839	0	0	1.1677695601401323	0.8586973469695259	ALDH5A1;CAD;ASS1
Prion diseases	3/35	0.4793466915397439	0.5812550432844139	0	0	1.1677695601401323	0.8586973469695259	EGR1;PRKACA;ELK1
Other types of O-glycan biosynthesis	2/22	0.48746055091634505	0.5887758811068011	0	0	1.238543472875898	0.8899503505273382	ST6GAL1;ST3GAL3
Arachidonic acid metabolism	5/63	0.49590870025326406	0.5966401549922083	0	0	1.081268111240863	0.7583619234360369	HPGDS;CYP2B6;ALOX12;LTA4H;PTGS1
N-Glycan biosynthesis	4/50	0.5050912594574144	0.6053233770929325	0	0	1.08991825613079	0.7444317757344161	DPAGT1;DPM1;ST6GAL1;MAN2A2
Fc gamma R-mediated phagocytosis	7/91	0.5057504913322357	0.6037641524431341	0	0	1.0479983232026828	0.7144328562591116	LYN;VASP;PTPRC;SYK;PRKCE;INPPL1;ASAP2
Synthesis and degradation of ketone bodies	1/10	0.5335059021465206	0.6344394512012678	0	0	1.3623978201634876	0.855974312307911	HMGCL
Chemokine signaling pathway	14/190	0.534132564896518	0.6327416538004904	0	0	1.0038720780152013	0.6295394455363506	LYN;BRAF;PIK3R5;GRK3;GRK4;GNB1;GNB4;PTK2B;PRKACA;CCR5;HRAS;CCL17;NFKBIB;PF4
Long-term potentiation	5/67	0.5514866029124489	0.6507964509464914	0	0	1.0167147911667818	0.6050853355905946	RPS6KA2;BRAF;CACNA1C;PRKACA;HRAS
Ubiquinone and other terpenoid-quinone biosynthesis	1/11	0.567763612731115	0.6674473004625321	0	0	1.238543472875898	0.7010776834962887	COQ7
Glutamatergic synapse	8/114	0.6045187951033707	0.7079535699309436	0	0	0.9560686457287632	0.4812108776023891	GRK3;GNB1;GNAS;GNB4;GRIK4;CACNA1C;PRKACA;GRIA4
Phototransduction	2/28	0.6194975678039861	0.7227471624379839	0	0	0.9731413001167768	0.46598530944299654	GUCY2D;GNB1
Fatty acid biosynthesis	1/13	0.6289208698698052	0.7309721808298113	0	0	1.0479983232026828	0.48600904764644565	MCAT
Lysine degradation	4/59	0.6377220124595251	0.7384149617952396	0	0	0.9236595390938899	0.4155108370551204	SUV39H1;EHHADH;NSD2;EZH2
Gastric acid secretion	5/75	0.6526474638973208	0.7528667373796809	0	0	0.908265213442325	0.3875732670381376	GNAS;SLC4A2;ATP1A1;PRKACA;CFTR
Sphingolipid metabolism	3/47	0.6805189433947973	0.7820889349462596	0	0	0.8696156298915878	0.3347147253289494	GALC;SMPD2;GLA
Thiamine metabolism	1/15	0.6814299882290632	0.780224670537366	0	0	0.908265213442325	0.3483758083515691	ALPP
Propanoate metabolism	2/32	0.691968864940496	0.789357075561751	0	0	0.8514986376021798	0.31353398947311945	EHHADH;SUCLG1
Ribosome	10/153	0.6936956819084544	0.7884069004716013	0	0	0.8904560916101226	0.32565930556444733	RPS4X;RPL31;RPS29;RPL13;RPS20;RPL37;RPL8;UBA52;RPS21;MRPS6
Pentose and glucuronate interconversions	2/34	0.7237186201603307	0.8195049081227275	0	0	0.8014104824491104	0.25913816983996807	AKR1B10;AKR1B1
Nitrogen metabolism	1/17	0.7265131693594679	0.8196558833799125	0	0	0.8014104824491104	0.2560495824705487	CA9
Chemical carcinogenesis	5/82	0.7282270248431321	0.8185909622324259	0	0	0.8307303781484681	0.2634598525351589	HPGDS;CYP2A6;CYP1A2;MGST1;AKR1C2
Pancreatic secretion	6/98	0.7340105322395678	0.822091796108316	0	0	0.8341211143858087	0.25793685817467066	GNAS;ATP2A2;SLC4A2;CEL;ATP1A1;CFTR
Retinol metabolism	4/67	0.7342829119967887	0.8194171626630831	0	0	0.8133718329334254	0.25121874492033636	CYP2A6;CYP2B6;ALDH1A1;CYP1A2
Glycosaminoglycan biosynthesis	3/53	0.7568278155546877	0.8415269573676671	0	0	0.7711685774510307	0.21486260944277685	B3GAT3;CHST15;ST3GAL3
Alcoholism	11/180	0.7772440447046872	0.8611193013274951	0	0	0.8325764456554646	0.20981000703006084	ATF2;CREB1;HDAC1;NPY;GNB1;GNAS;GNB4;BRAF;PRKACA;HRAS;SLC6A3
GABAergic synapse	5/89	0.7911643836609644	0.8734001081275162	0	0	0.7653920337997121	0.17929271291844767	GNB1;GNB4;CACNA1C;PRKACA;SLC38A5
Protein digestion and absorption	5/90	0.799150754147481	0.8790658295622291	0	0	0.7568876778686042	0.16969851080903806	COL27A1;MME;SLC7A9;ELN;ATP1A1
Tryptophan metabolism	2/42	0.8242384603475084	0.9034357501317885	0	0	0.6487608667445178	0.12540248949870678	EHHADH;CYP1A2
Mannose type O-glycan biosynthesis	1/23	0.826982469777161	0.9032290804658354	0	0	0.5923468783319511	0.11252919177260524	ST3GAL3
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/25	0.8514767557714119	0.9266955504508654	0	0	0.544959128065395	0.0876202055751323	PIGU
alpha-Linolenic acid metabolism	1/25	0.8514767557714119	0.9234325379492778	0	0	0.544959128065395	0.0876202055751323	ACOX1
Axon guidance	10/181	0.8631159365208436	0.9327709068365609	0	0	0.7527059779908771	0.11080302862246466	EFNB2;SHH;EFNB3;UNC5A;DPYSL2;EPHB2;HRAS;MET;EPHA2;NFATC4
Systemic lupus erythematosus	7/133	0.8647757734447565	0.931296986786661	0	0	0.7170514842965724	0.10417684433177536	IL10;C4A;CD40;IFNG;CD80;HLA-DPB1;ELANE
Spliceosome	7/134	0.8696857477906085	0.9333212903118725	0	0	0.7117003538167472	0.0993699819177297	NCBP2;SF3B6;MAGOH;SRSF5;SRSF7;SNRPA;PQBP1
Ribosome biogenesis in eukaryotes	5/101	0.8718459260236797	0.9323907819975464	0	0	0.6744543664175682	0.09249639910469645	CSNK2A1;DKC1;NAT10;REXO2;GNL3
Ascorbate and aldarate metabolism	1/27	0.8725053413258623	0.9298672841811958	0	0	0.5045917852457361	0.06881950906289272	RGN
Linoleic acid metabolism	1/29	0.8905583010729023	0.9458343335532894	0	0	0.469792351780513	0.0544520851042598	CYP1A2
Nicotinate and nicotinamide metabolism	1/30	0.8986028541401107	0.9510985535228663	0	0	0.4541326067211625	0.04855318171824009	NT5E
Mucin type O-glycan biosynthesis	1/31	0.9060564505724521	0.9557033793709425	0	0	0.4394831677946734	0.04335662626574453	GALNT2
Nicotine addiction	1/40	0.9527541248608324	1.0	0	0	0.3405994550408719	0.0164844720065797	GRIA4
Ether lipid metabolism	1/47	0.9723238740288761	1.0	0	0	0.28987187663052927	0.008135638671320692	AGPS
Aminoacyl-tRNA biosynthesis	1/66	0.9935233364541858	1.0	0	0	0.206423912145983	0.0013412864611875592	SARS2
Olfactory transduction	5/444	0.9999951516303724	1.0	0	0	0.1534231779463387	7.438540793588355E-7	GRK3;GUCY2D;GNB1;PRKG2;PRKACA
